         9x3.9SFR                 (9x39SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 12/12/2023                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       27.96      0.2344      0.5042      0.0327      0.0152       0.198       0.893       1.341     147.948       0.101       5.967       4.113        0.50     135709.    0.3105  
       29.71      0.2490      0.5179      0.0305      0.0147       0.192       0.862       1.252     142.815       0.097       5.569       3.976        0.50     135806.    0.2901  
       31.46      0.2637      0.5287      0.0283      0.0141       0.184       0.828       1.160     137.191       0.094       5.158       3.834        0.50     135908.    0.2692  
       33.21      0.2783      0.5363      0.0260      0.0135       0.176       0.791       1.065     131.086       0.089       4.735       3.684        0.50     136013.    0.2478  
       34.96      0.2930      0.5400      0.0236      0.0128       0.167       0.752       0.967     124.504       0.085       4.302       3.524        0.50     136122.    0.2259  
       36.70      0.3076      0.5392      0.0212      0.0121       0.157       0.709       0.868     117.439       0.080       3.859       3.351        0.50     136234.    0.2035  
       38.45      0.3223      0.5329      0.0187      0.0113       0.147       0.663       0.766     109.888       0.075       3.407       3.161        0.50     136351.    0.1804  
       40.20      0.3369      0.5197      0.0162      0.0105       0.137       0.615       0.662     101.840       0.069       2.945       2.949        0.50     136472.    0.1565  
       41.95      0.3516      0.4975      0.0136      0.0096       0.125       0.563       0.556      93.287       0.064       2.475       2.706        0.50     136596.    0.1316  
       43.69      0.3662      0.4631      0.0110      0.0087       0.113       0.508       0.449      84.218       0.057       1.997       2.417        0.50     136725.    0.1056  
       45.44      0.3808      0.4110      0.0083      0.0077       0.100       0.451       0.339      74.622       0.051       1.510       2.063        0.50     136857.    0.0784  
       47.19      0.3955      0.3320      0.0056      0.0066       0.086       0.389       0.228      64.487       0.044       1.015       1.605        0.50     136994.    0.0500  
       48.94      0.4101      0.2083      0.0028      0.0055       0.072       0.325       0.115      53.803       0.037       0.512       0.971        0.50     137134.    0.0215  
       50.69      0.4248      0.0006      0.0000      0.0044       0.057       0.257       0.000      42.540       0.029       0.001       0.003        0.50     137278.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      15000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0560      0.0178       0.286       1.203       2.633     213.433       0.136      11.713       5.596        0.54     144241.    0.5920  
        1.87      0.0147      0.0451      0.0551      0.0179       0.287       1.206       2.594     214.004       0.136      11.537       5.497        0.54     144288.    0.5772  
        3.75      0.0293      0.0886      0.0542      0.0179       0.288       1.208       2.551     214.402       0.136      11.348       5.397        0.54     144337.    0.5620  
        5.62      0.0440      0.1304      0.0533      0.0179       0.288       1.209       2.505     214.595       0.137      11.144       5.295        0.54     144390.    0.5465  
        7.49      0.0586      0.1705      0.0522      0.0179       0.288       1.209       2.456     214.550       0.137      10.925       5.193        0.54     144446.    0.5306  
        9.36      0.0733      0.2089      0.0511      0.0179       0.287       1.207       2.403     214.232       0.136      10.691       5.089        0.54     144505.    0.5143  
       11.24      0.0879      0.2455      0.0499      0.0179       0.286       1.204       2.347     213.606       0.136      10.439       4.984        0.54     144568.    0.4977  
       13.11      0.1026      0.2803      0.0486      0.0178       0.285       1.198       2.287     212.633       0.135      10.171       4.878        0.54     144635.    0.4809  
       14.98      0.1172      0.3134      0.0472      0.0177       0.283       1.191       2.222     211.276       0.135       9.884       4.771        0.54     144705.    0.4636  
       16.86      0.1319      0.3446      0.0458      0.0175       0.281       1.180       2.154     209.495       0.133       9.579       4.663        0.54     144778.    0.4461  
       18.73      0.1465      0.3739      0.0442      0.0173       0.278       1.168       2.081     207.250       0.132       9.255       4.554        0.54     144856.    0.4282  
       20.60      0.1612      0.4013      0.0426      0.0171       0.274       1.152       2.003     204.500       0.130       8.911       4.443        0.54     144937.    0.4100  
       22.48      0.1758      0.4268      0.0408      0.0168       0.270       1.134       1.922     201.206       0.128       8.547       4.332        0.54     145022.    0.3915  
       24.35      0.1905      0.4502      0.0390      0.0165       0.265       1.112       1.835     197.336       0.126       8.163       4.218        0.54     145111.    0.3725  
       26.22      0.2051      0.4716      0.0371      0.0161       0.259       1.087       1.744     192.862       0.123       7.759       4.102        0.54     145204.    0.3532  
       28.09      0.2198      0.4906      0.0351      0.0157       0.252       1.058       1.649     187.767       0.120       7.335       3.984        0.54     145301.    0.3335  
       29.97      0.2344      0.5072      0.0329      0.0152       0.244       1.026       1.550     182.033       0.116       6.893       3.861        0.54     145402.    0.3134  
       31.84      0.2491      0.5212      0.0307      0.0147       0.236       0.990       1.446     175.668       0.112       6.433       3.734        0.54     145506.    0.2928  
       33.71      0.2637      0.5323      0.0285      0.0141       0.226       0.951       1.340     168.696       0.107       5.958       3.602        0.54     145615.    0.2718  
       35.59      0.2784      0.5401      0.0261      0.0135       0.216       0.908       1.230     161.128       0.103       5.470       3.462        0.54     145728.    0.2503  
       37.46      0.2930      0.5441      0.0238      0.0128       0.205       0.862       1.117     152.969       0.097       4.970       3.313        0.54     145845.    0.2283  
       39.33      0.3077      0.5436      0.0213      0.0121       0.193       0.813       1.002     144.214       0.092       4.458       3.152        0.54     145966.    0.2058  
       41.20      0.3223      0.5376      0.0188      0.0113       0.181       0.760       0.885     134.856       0.086       3.936       2.976        0.54     146091.    0.1825  
       43.08      0.3370      0.5247      0.0163      0.0104       0.167       0.704       0.765     124.884       0.080       3.403       2.778        0.54     146220.    0.1584  
       44.95      0.3516      0.5028      0.0137      0.0096       0.153       0.644       0.643     114.287       0.073       2.859       2.551        0.54     146353.    0.1334  
       46.82      0.3663      0.4685      0.0110      0.0086       0.138       0.581       0.519     103.052       0.066       2.306       2.282        0.54     146491.    0.1071  
       48.70      0.3809      0.4165      0.0083      0.0076       0.122       0.514       0.392      91.165       0.058       1.744       1.951        0.54     146633.    0.0796  
       50.57      0.3956      0.3371      0.0056      0.0066       0.105       0.443       0.264      78.612       0.050       1.172       1.521        0.54     146780.    0.0509  
       52.44      0.4102      0.2121      0.0028      0.0055       0.088       0.368       0.133      65.379       0.042       0.592       0.923        0.54     146930.    0.0219  
       54.31      0.4249      0.0005      0.0000      0.0043       0.069       0.290       0.000      51.430       0.033       0.001       0.002        0.54     147084.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      16000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0563      0.0179       0.348       1.371       3.013     259.613       0.155      13.403       5.265        0.57     153854.    0.5958  
        2.00      0.0147      0.0453      0.0555      0.0179       0.349       1.375       2.969     260.331       0.155      13.204       5.172        0.57     153903.    0.5810  
        4.00      0.0293      0.0890      0.0546      0.0180       0.350       1.378       2.920     260.836       0.156      12.989       5.078        0.57     153956.    0.5657  
        5.99      0.0440      0.1309      0.0536      0.0180       0.350       1.379       2.868     261.086       0.156      12.757       4.982        0.57     154013.    0.5501  
        7.99      0.0586      0.1712      0.0525      0.0180       0.350       1.379       2.812     261.042       0.156      12.508       4.886        0.57     154073.    0.5342  
        9.99      0.0733      0.2097      0.0514      0.0180       0.350       1.377       2.752     260.662       0.156      12.240       4.788        0.57     154136.    0.5179  
       11.99      0.0879      0.2465      0.0502      0.0179       0.349       1.373       2.687     259.901       0.155      11.953       4.690        0.57     154203.    0.5012  
       13.99      0.1026      0.2815      0.0489      0.0178       0.347       1.367       2.618     258.714       0.154      11.647       4.591        0.57     154274.    0.4843  
       15.99      0.1172      0.3147      0.0475      0.0177       0.345       1.358       2.545     257.054       0.153      11.319       4.490        0.57     154349.    0.4670  
       17.98      0.1319      0.3460      0.0461      0.0176       0.342       1.346       2.466     254.873       0.152      10.971       4.389        0.57     154428.    0.4494  
       19.98      0.1465      0.3755      0.0445      0.0174       0.338       1.332       2.383     252.122       0.150      10.600       4.287        0.57     154511.    0.4315  
       21.98      0.1612      0.4032      0.0429      0.0171       0.334       1.314       2.295     248.751       0.148      10.206       4.184        0.57     154598.    0.4132  
       23.98      0.1758      0.4288      0.0411      0.0169       0.328       1.293       2.201     244.715       0.146       9.790       4.079        0.57     154689.    0.3946  
       25.98      0.1905      0.4525      0.0393      0.0165       0.322       1.268       2.102     239.971       0.143       9.350       3.973        0.57     154784.    0.3756  
       27.97      0.2051      0.4740      0.0373      0.0162       0.314       1.239       1.998     234.487       0.140       8.887       3.865        0.57     154883.    0.3562  
       29.97      0.2198      0.4933      0.0353      0.0157       0.306       1.206       1.889     228.244       0.136       8.402       3.754        0.57     154987.    0.3364  
       31.97      0.2345      0.5101      0.0332      0.0152       0.297       1.169       1.775     221.219       0.132       7.896       3.639        0.57     155094.    0.3161  
       33.97      0.2491      0.5243      0.0310      0.0147       0.286       1.127       1.657     213.423       0.127       7.369       3.521        0.57     155206.    0.2955  
       35.97      0.2638      0.5356      0.0287      0.0141       0.275       1.082       1.534     204.883       0.122       6.825       3.397        0.57     155322.    0.2744  
       37.97      0.2784      0.5437      0.0263      0.0135       0.262       1.033       1.409     195.616       0.117       6.266       3.267        0.57     155443.    0.2528  
       39.96      0.2931      0.5480      0.0239      0.0128       0.249       0.981       1.280     185.625       0.111       5.693       3.128        0.57     155568.    0.2307  
       41.96      0.3077      0.5477      0.0215      0.0121       0.235       0.924       1.148     174.908       0.104       5.107       2.977        0.57     155697.    0.2080  
       43.96      0.3224      0.5420      0.0189      0.0113       0.219       0.863       1.014     163.454       0.098       4.508       2.813        0.57     155830.    0.1846  
       45.96      0.3370      0.5294      0.0164      0.0104       0.203       0.799       0.876     151.251       0.090       3.898       2.628        0.57     155968.    0.1604  
       47.96      0.3517      0.5078      0.0138      0.0095       0.185       0.731       0.736     138.285       0.083       3.275       2.415        0.57     156111.    0.1351  
       49.95      0.3663      0.4737      0.0111      0.0086       0.167       0.658       0.594     124.540       0.074       2.642       2.163        0.58     156258.    0.1087  
       51.95      0.3810      0.4218      0.0084      0.0076       0.148       0.581       0.449     109.998       0.066       1.998       1.852        0.58     156410.    0.0809  
       53.95      0.3956      0.3421      0.0056      0.0065       0.127       0.500       0.302      94.645       0.056       1.342       1.446        0.58     156566.    0.0518  
       55.95      0.4103      0.2158      0.0028      0.0054       0.105       0.414       0.152      78.461       0.047       0.677       0.880        0.58     156727.    0.0224  
       57.95      0.4249      0.0002      0.0000      0.0042       0.082       0.324       0.000      61.401       0.037       0.000       0.001        0.58     156890.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      17000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0567      0.0179       0.419       1.553       3.423     312.447       0.176      15.226       4.969        0.61     163465.    0.5994  
        2.12      0.0147      0.0455      0.0558      0.0180       0.420       1.558       3.373     313.341       0.176      15.002       4.882        0.61     163518.    0.5846  
        4.25      0.0293      0.0893      0.0549      0.0180       0.421       1.561       3.318     313.972       0.176      14.759       4.793        0.61     163574.    0.5693  
        6.37      0.0440      0.1314      0.0539      0.0181       0.421       1.563       3.259     314.292       0.177      14.497       4.704        0.61     163634.    0.5536  
        8.50      0.0586      0.1718      0.0529      0.0181       0.421       1.562       3.196     314.252       0.177      14.216       4.613        0.61     163698.    0.5376  
       10.62      0.0733      0.2105      0.0518      0.0180       0.421       1.560       3.128     313.801       0.176      13.913       4.521        0.61     163766.    0.5213  
       12.74      0.0880      0.2474      0.0506      0.0180       0.420       1.556       3.055     312.885       0.176      13.588       4.428        0.61     163838.    0.5046  
       14.87      0.1026      0.2825      0.0493      0.0179       0.418       1.548       2.977     311.450       0.175      13.240       4.335        0.61     163914.    0.4876  
       16.99      0.1173      0.3159      0.0479      0.0178       0.415       1.538       2.893     309.438       0.174      12.869       4.241        0.61     163993.    0.4703  
       19.11      0.1319      0.3474      0.0464      0.0176       0.411       1.525       2.804     306.792       0.172      12.473       4.146        0.61     164077.    0.4526  
       21.24      0.1466      0.3771      0.0448      0.0174       0.407       1.509       2.710     303.452       0.170      12.052       4.050        0.61     164166.    0.4346  
       23.36      0.1612      0.4049      0.0432      0.0172       0.401       1.488       2.609     299.361       0.168      11.605       3.953        0.61     164258.    0.4163  
       25.49      0.1759      0.4307      0.0414      0.0169       0.395       1.464       2.503     294.461       0.165      11.132       3.855        0.61     164355.    0.3976  
       27.61      0.1906      0.4546      0.0396      0.0166       0.387       1.435       2.390     288.702       0.162      10.632       3.755        0.61     164457.    0.3785  
       29.73      0.2052      0.4763      0.0376      0.0162       0.378       1.402       2.272     282.048       0.158      10.106       3.654        0.61     164562.    0.3591  
       31.86      0.2199      0.4958      0.0355      0.0158       0.368       1.365       2.148     274.473       0.154       9.555       3.550        0.61     164673.    0.3392  
       33.98      0.2345      0.5128      0.0334      0.0153       0.357       1.322       2.019     265.953       0.149       8.978       3.442        0.61     164787.    0.3189  
       36.11      0.2492      0.5273      0.0312      0.0147       0.344       1.275       1.884     256.498       0.144       8.379       3.331        0.61     164906.    0.2981  
       38.23      0.2639      0.5389      0.0289      0.0141       0.330       1.224       1.745     246.144       0.138       7.761       3.215        0.61     165030.    0.2769  
       40.35      0.2785      0.5472      0.0265      0.0135       0.315       1.168       1.602     234.911       0.132       7.125       3.093        0.61     165158.    0.2552  
       42.48      0.2932      0.5517      0.0241      0.0128       0.299       1.108       1.455     222.805       0.125       6.473       2.963        0.61     165291.    0.2330  
       44.60      0.3078      0.5518      0.0216      0.0121       0.281       1.043       1.305     209.821       0.118       5.806       2.822        0.61     165428.    0.2102  
       46.72      0.3225      0.5463      0.0191      0.0113       0.263       0.974       1.152     195.947       0.110       5.125       2.667        0.61     165570.    0.1867  
       48.85      0.3371      0.5340      0.0165      0.0104       0.243       0.901       0.996     181.170       0.102       4.430       2.494        0.61     165717.    0.1623  
       50.97      0.3518      0.5126      0.0138      0.0095       0.222       0.823       0.837     165.471       0.093       3.722       2.294        0.61     165869.    0.1368  
       53.10      0.3665      0.4787      0.0112      0.0085       0.200       0.740       0.675     148.831       0.084       3.002       2.057        0.61     166025.    0.1101  
       55.22      0.3811      0.4267      0.0084      0.0075       0.176       0.652       0.510     131.231       0.074       2.268       1.763        0.61     166187.    0.0821  
       57.34      0.3958      0.3466      0.0057      0.0065       0.151       0.560       0.342     112.649       0.063       1.523       1.379        0.61     166353.    0.0526  
       59.47      0.4104      0.2188      0.0029      0.0053       0.125       0.463       0.172      93.066       0.052       0.766       0.839        0.61     166524.    0.0227  
       61.59      0.4251     -0.0016      0.0000      0.0042       0.097       0.360      -0.001      72.423       0.041      -0.004      -0.006        0.61     166698.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      18000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0570      0.0180       0.500       1.749       3.864     372.562       0.198      17.187       4.704        0.64     173075.    0.6029  
        2.25      0.0147      0.0456      0.0562      0.0181       0.501       1.755       3.808     373.665       0.198      16.937       4.622        0.64     173132.    0.5880  
        4.50      0.0293      0.0895      0.0553      0.0181       0.502       1.758       3.747     374.449       0.199      16.665       4.538        0.64     173192.    0.5727  
        6.75      0.0440      0.1317      0.0543      0.0181       0.503       1.760       3.681     374.855       0.199      16.371       4.454        0.64     173255.    0.5570  
        8.99      0.0586      0.1722      0.0533      0.0181       0.503       1.760       3.610     374.824       0.199      16.055       4.368        0.64     173323.    0.5410  
       11.24      0.0733      0.2110      0.0522      0.0181       0.502       1.758       3.533     374.296       0.199      15.715       4.281        0.64     173395.    0.5247  
       13.49      0.0879      0.2481      0.0509      0.0181       0.500       1.752       3.451     373.205       0.198      15.350       4.194        0.64     173471.    0.5080  
       15.74      0.1026      0.2833      0.0496      0.0180       0.498       1.744       3.363     371.486       0.197      14.959       4.106        0.64     173552.    0.4909  
       17.99      0.1173      0.3168      0.0483      0.0179       0.495       1.733       3.269     369.071       0.196      14.541       4.018        0.64     173637.    0.4736  
       20.24      0.1319      0.3485      0.0468      0.0177       0.491       1.718       3.169     365.892       0.194      14.095       3.928        0.64     173726.    0.4559  
       22.49      0.1466      0.3783      0.0452      0.0175       0.485       1.699       3.062     361.877       0.192      13.620       3.838        0.64     173819.    0.4379  
       24.73      0.1612      0.4063      0.0435      0.0173       0.479       1.676       2.949     356.959       0.189      13.116       3.747        0.64     173918.    0.4195  
       26.98      0.1759      0.4323      0.0418      0.0170       0.471       1.649       2.829     351.070       0.186      12.582       3.655        0.64     174021.    0.4007  
       29.23      0.1905      0.4563      0.0399      0.0167       0.462       1.616       2.702     344.150       0.183      12.018       3.561        0.64     174128.    0.3816  
       31.48      0.2052      0.4783      0.0379      0.0163       0.451       1.578       2.568     336.155       0.178      11.424       3.466        0.64     174240.    0.3621  
       33.73      0.2199      0.4980      0.0358      0.0158       0.439       1.536       2.428     327.057       0.174      10.802       3.368        0.64     174357.    0.3422  
       35.98      0.2345      0.5153      0.0337      0.0153       0.425       1.488       2.282     316.828       0.168      10.151       3.267        0.64     174479.    0.3218  
       38.23      0.2492      0.5300      0.0314      0.0148       0.410       1.434       2.130     305.479       0.162       9.474       3.163        0.64     174605.    0.3009  
       40.48      0.2638      0.5418      0.0291      0.0142       0.393       1.376       1.973     293.054       0.155       8.776       3.054        0.64     174736.    0.2796  
       42.72      0.2785      0.5504      0.0267      0.0135       0.375       1.313       1.811     279.578       0.148       8.057       2.939        0.65     174872.    0.2579  
       44.97      0.2932      0.5553      0.0243      0.0128       0.355       1.245       1.646     265.058       0.141       7.321       2.816        0.65     175013.    0.2356  
       47.22      0.3078      0.5557      0.0218      0.0121       0.335       1.172       1.476     249.489       0.132       6.567       2.684        0.65     175159.    0.2126  
       49.47      0.3225      0.5506      0.0192      0.0113       0.312       1.093       1.303     232.859       0.124       5.798       2.539        0.65     175309.    0.1890  
       51.72      0.3371      0.5387      0.0166      0.0104       0.289       1.010       1.127     215.149       0.114       5.013       2.376        0.65     175465.    0.1644  
       53.97      0.3518      0.5176      0.0140      0.0095       0.263       0.922       0.947     196.339       0.104       4.213       2.188        0.65     175625.    0.1388  
       56.22      0.3664      0.4841      0.0113      0.0085       0.237       0.828       0.764     176.407       0.094       3.398       1.964        0.65     175791.    0.1119  
       58.46      0.3811      0.4324      0.0085      0.0075       0.208       0.729       0.578     155.328       0.082       2.570       1.687        0.65     175962.    0.0836  
       60.71      0.3958      0.3523      0.0057      0.0064       0.178       0.625       0.388     133.079       0.071       1.727       1.324        0.65     176138.    0.0538  
       62.96      0.4104      0.2238      0.0029      0.0053       0.147       0.515       0.196     109.634       0.058       0.872       0.811        0.65     176319.    0.0234  
       65.21      0.4251      0.0004      0.0000      0.0041       0.114       0.399       0.000      84.927       0.045       0.001       0.002        0.65     176503.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      19000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0575      0.0181       0.591       1.960       4.337     440.659       0.221      19.292       4.464        0.68     182685.    0.6062  
        2.37      0.0147      0.0457      0.0566      0.0182       0.593       1.966       4.275     442.010       0.222      19.014       4.387        0.68     182744.    0.5913  
        4.75      0.0293      0.0897      0.0557      0.0182       0.594       1.971       4.207     442.978       0.223      18.712       4.307        0.68     182808.    0.5760  
        7.12      0.0440      0.1320      0.0548      0.0182       0.595       1.973       4.133     443.490       0.223      18.386       4.227        0.68     182875.    0.5603  
        9.50      0.0586      0.1726      0.0537      0.0182       0.595       1.973       4.054     443.475       0.223      18.033       4.146        0.68     182947.    0.5443  
       11.87      0.0733      0.2115      0.0526      0.0182       0.594       1.970       3.969     442.860       0.223      17.653       4.065        0.68     183023.    0.5280  
       14.24      0.0880      0.2487      0.0514      0.0182       0.592       1.964       3.877     441.568       0.222      17.245       3.982        0.68     183104.    0.5112  
       16.62      0.1026      0.2841      0.0501      0.0181       0.589       1.955       3.779     439.523       0.221      16.808       3.899        0.68     183189.    0.4942  
       18.99      0.1173      0.3177      0.0487      0.0180       0.586       1.942       3.673     436.644       0.219      16.340       3.816        0.68     183279.    0.4768  
       21.37      0.1319      0.3495      0.0472      0.0178       0.580       1.926       3.561     432.848       0.218      15.840       3.732        0.68     183374.    0.4591  
       23.74      0.1466      0.3795      0.0456      0.0176       0.574       1.904       3.441     428.055       0.215      15.308       3.647        0.68     183473.    0.4410  
       26.11      0.1613      0.4076      0.0439      0.0174       0.566       1.878       3.314     422.181       0.212      14.742       3.561        0.68     183577.    0.4226  
       28.49      0.1759      0.4338      0.0421      0.0171       0.557       1.847       3.180     415.150       0.209      14.143       3.474        0.68     183686.    0.4038  
       30.86      0.1906      0.4581      0.0402      0.0167       0.546       1.810       3.037     406.891       0.205      13.509       3.386        0.68     183800.    0.3847  
       33.24      0.2052      0.4802      0.0383      0.0163       0.533       1.768       2.887     397.352       0.200      12.842       3.296        0.68     183918.    0.3651  
       35.61      0.2199      0.5001      0.0362      0.0159       0.518       1.719       2.730     386.501       0.194      12.143       3.204        0.68     184042.    0.3451  
       37.98      0.2346      0.5177      0.0340      0.0154       0.502       1.665       2.565     374.305       0.188      11.411       3.109        0.68     184171.    0.3246  
       40.36      0.2492      0.5326      0.0317      0.0148       0.484       1.605       2.395     360.780       0.181      10.651       3.010        0.68     184304.    0.3037  
       42.73      0.2639      0.5447      0.0294      0.0142       0.464       1.539       2.218     345.977       0.174       9.866       2.908        0.68     184443.    0.2823  
       45.11      0.2785      0.5536      0.0270      0.0136       0.442       1.468       2.036     329.928       0.166       9.058       2.800        0.68     184587.    0.2605  
       47.48      0.2932      0.5588      0.0245      0.0129       0.419       1.391       1.850     312.642       0.157       8.230       2.684        0.68     184736.    0.2381  
       49.85      0.3079      0.5595      0.0220      0.0121       0.394       1.308       1.660     294.114       0.148       7.383       2.560        0.68     184890.    0.2150  
       52.23      0.3225      0.5547      0.0194      0.0113       0.368       1.220       1.465     274.328       0.138       6.518       2.423        0.68     185049.    0.1912  
       54.60      0.3372      0.5431      0.0168      0.0104       0.340       1.127       1.267     253.265       0.127       5.635       2.269        0.68     185213.    0.1665  
       56.98      0.3519      0.5224      0.0141      0.0095       0.310       1.027       1.065     230.900       0.116       4.736       2.091        0.68     185383.    0.1407  
       59.35      0.3665      0.4892      0.0114      0.0085       0.278       0.922       0.859     207.206       0.104       3.820       1.880        0.68     185558.    0.1136  
       61.72      0.3812      0.4376      0.0086      0.0075       0.244       0.810       0.649     182.156       0.092       2.889       1.617        0.68     185738.    0.0850  
       64.10      0.3958      0.3573      0.0058      0.0064       0.209       0.693       0.436     155.720       0.078       1.941       1.271        0.68     185924.    0.0548  
       66.47      0.4105      0.2276      0.0029      0.0053       0.171       0.569       0.220     127.869       0.064       0.979       0.781        0.68     186116.    0.0239  
       68.85      0.4252      0.0002      0.0000      0.0041       0.132       0.438       0.000      98.524       0.050       0.001       0.001        0.68     186310.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      20000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0579      0.0183       0.695       2.191       4.844     518.536       0.248      21.548       4.238        0.71     192293.    0.6081  
        2.50      0.0147      0.0456      0.0571      0.0183       0.697       2.198       4.776     520.006       0.248      21.242       4.166        0.71     192355.    0.5935  
        5.00      0.0293      0.0897      0.0562      0.0184       0.699       2.202       4.701     521.031       0.249      20.909       4.092        0.71     192422.    0.5784  
        7.50      0.0440      0.1321      0.0552      0.0184       0.699       2.204       4.620     521.529       0.249      20.548       4.018        0.71     192494.    0.5630  
       10.00      0.0587      0.1728      0.0542      0.0184       0.699       2.204       4.532     521.415       0.249      20.157       3.942        0.71     192570.    0.5471  
       12.50      0.0733      0.2118      0.0531      0.0184       0.698       2.200       4.437     520.602       0.249      19.736       3.866        0.71     192650.    0.5309  
       15.00      0.0880      0.2491      0.0518      0.0183       0.696       2.193       4.335     518.999       0.248      19.282       3.789        0.71     192736.    0.5143  
       17.50      0.1026      0.2846      0.0505      0.0182       0.693       2.183       4.226     516.514       0.247      18.795       3.711        0.71     192826.    0.4973  
       19.99      0.1173      0.3184      0.0491      0.0181       0.688       2.168       4.108     513.051       0.245      18.274       3.632        0.71     192921.    0.4800  
       22.49      0.1320      0.3503      0.0476      0.0179       0.682       2.149       3.983     508.513       0.243      17.717       3.553        0.71     193020.    0.4623  
       24.99      0.1466      0.3805      0.0460      0.0177       0.674       2.125       3.850     502.800       0.240      17.123       3.473        0.71     193125.    0.4442  
       27.49      0.1613      0.4088      0.0443      0.0175       0.665       2.095       3.708     495.816       0.237      16.491       3.392        0.71     193235.    0.4258  
       29.99      0.1760      0.4352      0.0425      0.0172       0.654       2.060       3.557     487.465       0.233      15.822       3.310        0.72     193350.    0.4070  
       32.49      0.1906      0.4596      0.0406      0.0169       0.641       2.019       3.398     477.667       0.228      15.114       3.227        0.72     193471.    0.3878  
       34.99      0.2053      0.4819      0.0386      0.0165       0.625       1.971       3.230     466.360       0.223      14.369       3.142        0.72     193596.    0.3681  
       37.49      0.2199      0.5021      0.0365      0.0160       0.608       1.917       3.054     453.503       0.217      13.586       3.055        0.72     193727.    0.3481  
       39.99      0.2346      0.5199      0.0343      0.0155       0.589       1.856       2.871     439.062       0.210      12.769       2.965        0.72     193862.    0.3276  
